modalidad;tipo;subtipo;count
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;OTROS;0.0
HOMICIDIOS;CULPOSOS;SIN DATOS;6.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;71.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;0.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;CON VIOLENCIA;OTROS;48.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;250.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;1.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;92.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;369.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;2.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;80.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;22.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;3.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;2.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;15.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;141.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;5.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;54.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;7.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;9.0
OTROS DELITOS;AMENAZAS;AMENAZAS;47.0
OTROS DELITOS;ESTUPRO;ESTUPRO;1.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;12.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);444.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;0.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;CON VIOLENCIA;OTROS;52.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;243.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;3.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;118.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;481.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;2.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;76.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;32.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;2.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;1.0
HOMICIDIOS;DOLOSOS;OTROS;4.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;4.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;43.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;163.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;2.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;50.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;12.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;10.0
OTROS DELITOS;AMENAZAS;AMENAZAS;71.0
OTROS DELITOS;ESTUPRO;ESTUPRO;0.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;9.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);481.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;0.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;CON VIOLENCIA;OTROS;51.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;176.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;137.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;433.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;1.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;87.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;0.0
LESIONES;CULPOSAS;SIN DATOS;22.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;2.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;3.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;1.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;16.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;151.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;10.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;43.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;21.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;7.0
OTROS DELITOS;AMENAZAS;AMENAZAS;58.0
OTROS DELITOS;ESTUPRO;ESTUPRO;1.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;15.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);495.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;2.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;CON VIOLENCIA;OTROS;47.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;0.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;250.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;106.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;438.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;8.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;0.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;0.0
LESIONES;DOLOSAS;SIN DATOS;105.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;25.0
LESIONES;CULPOSAS;SIN DATOS;0.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;3.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;2.0
HOMICIDIOS;DOLOSOS;OTROS;0.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;1.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;42.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;170.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;4.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;53.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;29.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;13.0
OTROS DELITOS;AMENAZAS;AMENAZAS;66.0
OTROS DELITOS;ESTUPRO;ESTUPRO;2.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;6.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);458.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;0.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;0.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;CON VIOLENCIA;OTROS;0.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;98.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;255.0
ROBO COMUN;SIN VIOLENCIA;A NEGOCIO;2.0
ROBO COMUN;SIN VIOLENCIA;DE VEHICULOS;195.0
ROBO COMUN;SIN VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;SIN VIOLENCIA;A TRANSEUNTES;0.0
ROBO COMUN;SIN VIOLENCIA;OTROS;510.0
ROBO COMUN;SIN VIOLENCIA;SIN DATOS;0.0
ROBO DE GANADO (ABIGEATO);ABIGEATO;ABIGEATO;5.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A BANCOS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE BOLSA;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A CASA DE CAMBIO;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;A EMPRESA DE TRASLADO DE VALORES;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN INSTITUCIONES BANCARIAS;SIN VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;CON VIOLENCIA;SIN DATOS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A CAMIONES DE CARGA;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A AUTOBUSES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;A VEHICULOS PARTICULARES;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;OTROS;0.0
ROBO EN CARRETERAS;SIN VIOLENCIA;SIN DATOS;0.0
LESIONES;DOLOSAS;CON ARMA BLANCA;2.0
LESIONES;DOLOSAS;CON ARMA DE FUEGO;0.0
LESIONES;DOLOSAS;OTROS;10.0
LESIONES;DOLOSAS;SIN DATOS;99.0
LESIONES;CULPOSAS;CON ARMA BLANCA;0.0
LESIONES;CULPOSAS;CON ARMA DE FUEGO;0.0
LESIONES;CULPOSAS;OTROS;30.0
LESIONES;CULPOSAS;SIN DATOS;0.0
HOMICIDIOS;DOLOSOS;CON ARMA DE FUEGO;20.0
HOMICIDIOS;DOLOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;DOLOSOS;OTROS;1.0
HOMICIDIOS;DOLOSOS;SIN DATOS;0.0
HOMICIDIOS;CULPOSOS;CON ARMA DE FUEGO;0.0
HOMICIDIOS;CULPOSOS;CON ARMA BLANCA;0.0
HOMICIDIOS;CULPOSOS;OTROS;9.0
HOMICIDIOS;CULPOSOS;SIN DATOS;0.0
DELITOS PATRIMONIALES;ABUSO DE CONFIANZA;ABUSO DE CONFIANZA;29.0
DELITOS PATRIMONIALES;DAÑO EN PROPIEDAD AJENA;DAÑO EN PROPIEDAD AJENA;180.0
DELITOS PATRIMONIALES;EXTORSION;EXTORSION;14.0
DELITOS PATRIMONIALES;FRAUDE;FRAUDE;52.0
DELITOS PATRIMONIALES;DESPOJO;CON VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN VIOLENCIA;0.0
DELITOS PATRIMONIALES;DESPOJO;SIN DATOS;20.0
PRIV. DE LA LIBERTAD (SECUESTRO);SECUESTRO;SECUESTRO;0.0
DELITOS SEXUALES (VIOLACION);VIOLACION;VIOLACION;16.0
OTROS DELITOS;AMENAZAS;AMENAZAS;78.0
OTROS DELITOS;ESTUPRO;ESTUPRO;0.0
OTROS DELITOS;OTROS SEXUALES;OTROS SEXUALES;15.0
OTROS DELITOS;RESTO DE LOS DELITOS (OTROS);RESTO DE LOS DELITOS (OTROS);487.0
ROBO COMUN;CON VIOLENCIA;A CASA HABITACION;4.0
ROBO COMUN;CON VIOLENCIA;A NEGOCIO;5.0
ROBO COMUN;CON VIOLENCIA;DE VEHICULOS;1.0
ROBO COMUN;CON VIOLENCIA;A TRANSPORTISTAS;0.0
ROBO COMUN;CON VIOLENCIA;A TRANSEUNTES;11.0
ROBO COMUN;CON VIOLENCIA;OTROS;56.0
ROBO COMUN;CON VIOLENCIA;SIN DATOS;1.0
ROBO COMUN;SIN VIOLENCIA;A CASA HABITACION;206.0
